iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2
51.0,12.0,1,24.0,2,2,19.0,5.0,10.04,16.0,1.0,21.0,0,0.44,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,7.0,4.0,6.0,4.0,4.0,2.0,2.0,1.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.92,11.05,18.61,13.97,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,2.0,8.0,8.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.016800000000003,15.998400000000002,15.985800000000001,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,7.0,9.46,18.0,2.0,22.0,0,-0.52,0,27.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.89,11.05,18.61,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.83,17.98,17.84,15.25,22.016800000000003,15.998400000000002,15.985800000000001,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,3.0,7.9,14.0,3.0,23.0,0,-0.57,0,21.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,0,7.0,6.0,5.0,4.0,4.0,4.0,6.0,4.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.89,11.05,18.61,13.99,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,4.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.88,17.99,17.84,15.25,22.016800000000003,15.998400000000002,15.936900000000003,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,10.0,9.99,2.0,4.0,24.0,0,-0.07,1,27.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,0,6.0,6.0,8.0,7.0,8.0,6.83,7.0,7.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.92,11.05,18.61,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,1,7.0,5.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.8,17.98,17.84,15.25,22.011900000000004,15.998400000000002,15.884700000000002,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,12.0,12.67,4.0,5.0,25.0,0,0.11,1,25.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,0,6.0,5.0,8.0,7.0,10.0,8.0,6.0,7.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,6.0,4.0,7.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.015900000000002,15.998400000000002,15.936900000000003,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,13.0,12.99,5.0,6.0,26.0,0,0.05,1,23.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,1,7.0,3.0,5.0,5.0,3.0,2.0,6.0,6.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.015900000000002,15.998400000000002,15.888000000000003,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,4.0,8.38,15.0,7.0,27.0,0,0.2,0,22.0,3.0,17.0,10.0,18.0,20.0,25.0,10.0,0,1.0,2.0,6.0,1.0,6.0,2.0,2.0,3.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.89,11.05,18.61,14.06,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,1,8.0,4.0,4.0,7.0,5.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.88,17.99,17.84,15.25,22.016800000000003,15.998400000000002,15.985800000000001,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,1.0,7.59,12.0,8.0,28.0,0,-0.11630000000000006,1,26.0,2.0,15.6098,17.52989999999998,17.71529999999999,17.020599999999995,17.633199999999995,13.275400000000007,1,5.0,4.5,6.0,4.0,5.5,6.0,4.5,4.5,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.89,11.05,18.64,13.99,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,6.0,7.0,7.0,3.0,2.0,1.0,5.0,9.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.87,17.97,17.84,15.25,22.016800000000003,15.998400000000002,15.936900000000003,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,9.0,8.11,1.0,9.0,29.0,0,-0.05,1,22.0,2.0,20.0,22.0,18.0,15.0,15.0,10.0,1,6.0,7.0,7.0,4.0,6.0,6.0,6.0,5.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.39,16.89,11.05,18.61,13.99,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,5.0,8.0,5.0,3.0,3.0,3.0,6.0,5.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.83,17.99,17.84,15.25,22.011900000000004,15.998400000000002,15.936900000000003,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,15.0,11.82,7.0,10.0,30.0,0,-0.27,1,23.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,3.0,5.0,6.0,2.0,6.0,4.0,4.0,7.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.81,17.98,17.84,15.25,22.015900000000002,15.998400000000002,15.786900000000005,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,8.0,10.62,19.0,11.0,31.0,0,-0.35,1,24.0,2.0,35.0,10.0,20.0,20.0,10.0,5.0,0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.61,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,1,7.0,7.0,7.0,4.0,5.0,5.0,6.0,5.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.81,17.98,17.84,15.25,22.011900000000004,15.998400000000002,15.835800000000004,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,18.0,11.73,10.0,12.0,32.0,0,-0.41,0,27.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,3.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,8.0,7.0,7.0,9.0,5.0,4.0,8.0,1.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.81,17.98,17.76,15.25,22.015900000000002,15.998400000000002,15.835800000000004,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,19.0,11.53,11.0,13.0,33.0,0,0.3,1,30.0,2.0,30.0,20.0,30.0,10.0,0.0,10.0,0,7.0,5.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,6.0,9.0,8.0,6.0,5.0,4.0,6.0,6.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.81,17.98,17.76,15.25,22.015900000000002,15.998400000000002,15.786900000000005,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,2.0,8.03,13.0,14.0,34.0,0,-0.19,0,21.0,4.0,30.0,5.0,30.0,15.0,15.0,5.0,0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.89,11.05,18.61,13.99,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,6.0,6.0,8.0,2.0,8.0,1.0,6.0,4.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.77,14.2,13.83,17.99,17.84,15.25,22.016800000000003,15.998400000000002,15.985800000000001,19.760800000000003,20.545000000000005,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,17.0,11.67,9.0,15.0,35.0,0,0.09,1,25.0,2.0,20.0,23.0,23.0,22.0,7.0,5.0,1,8.0,8.0,6.0,6.0,7.0,6.0,7.0,5.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,8.0,4.0,8.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.76,15.25,22.015900000000002,15.998400000000002,15.936900000000003,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,6.0,10.34,17.0,16.0,36.0,1,-0.47,1,26.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,1,5.0,2.0,6.0,2.0,5.0,4.0,5.0,6.0,2.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.61,13.97,14.98,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,1,5.0,6.0,8.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.016800000000003,15.998400000000002,15.985800000000001,19.760800000000003,20.542800000000007,12.6029,6.0,9.0,10.0,3.0,2.0,5.54,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,11.0,11.77,3.0,17.0,37.0,0,-0.47,1,27.0,2.0,10.0,10.0,30.0,25.0,10.0,15.0,1,7.0,4.0,7.0,7.0,6.0,8.0,6.0,2.0,1.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.91,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,2.0,9.0,9.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.035200000000003,15.998400000000002,15.836900000000005,19.660800000000005,20.570600000000002,12.5529,6.0,9.0,10.0,3.0,2.0,5.51,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,14.0,11.78,6.0,19.0,38.0,0,-0.3,0,23.0,1.0,50.0,10.0,20.0,10.0,10.0,0.0,0,8.0,7.0,9.0,8.0,8.0,3.0,7.0,1.0,1.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,6.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,1.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.015900000000002,15.998400000000002,15.836900000000005,19.660800000000005,20.570600000000002,12.5529,6.0,9.0,10.0,3.0,2.0,5.51,6.89,5.59,6.54,6.14
51.0,12.0,1,24.0,2,2,19.0,16.0,12.05,8.0,20.0,39.0,0,-0.46,0,24.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,0,3.0,1.0,8.0,1.0,9.0,1.52,1.0,1.0,1.0,23.0,Law,1.0,University of Toronto,2.0,5.0,10.0,Philadelphia,"19,151",29809.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,25.0,10.0,35.0,15.0,0.0,15.0,8.44,16.92,11.05,18.58,13.97,14.84,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,2.0,10.0,2.0,4.57,7.34,8.86,2.7,4.67,0,1.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,1.0,1.0,5.0,1.0,2.0,40.0,5.0,10.0,5.0,10.0,30.0,7.8,14.2,13.81,17.98,17.84,15.25,22.015900000000002,15.998400000000002,15.836900000000005,19.660800000000005,20.568400000000008,12.5529,6.0,9.0,10.0,3.0,2.0,5.51,6.89,5.59,6.54,6.14
52.0,13.0,1,26.0,2,2,19.0,5.0,8.38,17.0,1.0,21.0,0,0.62,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,5.0,8.0,8.0,5.0,8.0,2.0,6.0,1.0,2.0,21.0,Law,1.0,Smith College,2.0,10.0,9.0,Brooklyn,"11,204",26482.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,9.2,20.01,13.31,17.82,11.18,9.27,10.0,15.0,20.0,20.0,25.0,10.0,5.0,8.0,6.0,8.0,7.0,5.24,8.31,8.16,6.11,6.54,0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,3.0,2.0,2.0,4.0,1.0,2.0,30.0,20.0,10.0,20.0,10.0,10.0,8.97,17.59,15.8,20.37,17.02,9.38,12.341899999999995,17.852000000000007,18.406799999999997,18.907600000000006,17.431600000000003,13.303399999999996,5.0,7.0,8.0,5.0,7.0,6.13,7.08,8.24,6.45,6.62
52.0,13.0,1,26.0,2,2,19.0,7.0,8.51,19.0,2.0,22.0,0,0.03,0,27.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,0,3.0,6.0,7.0,5.0,5.0,4.0,2.0,2.0,2.0,21.0,Law,1.0,Smith College,2.0,10.0,9.0,Brooklyn,"11,204",26482.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,9.19,20.32,13.44,18.45,11.17,4.97,10.0,15.0,20.0,20.0,25.0,10.0,5.0,8.0,6.0,8.0,7.0,5.24,8.31,8.16,6.11,6.53,0,4.0,6.0,7.0,6.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,30.0,20.0,10.0,20.0,10.0,10.0,8.97,17.62,15.94,20.42,14.56,9.38,12.335799999999995,17.907600000000006,18.1182,18.819100000000006,17.460700000000003,13.2839,5.0,7.0,8.0,5.0,7.0,6.14,7.08,8.24,6.45,6.61
52.0,13.0,1,26.0,2,2,19.0,3.0,8.3,15.0,3.0,23.0,0,-0.13,0,21.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,2.0,21.0,Law,1.0,Smith College,2.0,10.0,9.0,Brooklyn,"11,204",26482.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,9.19,20.32,13.44,18.45,11.17,4.97,10.0,15.0,20.0,20.0,25.0,10.0,5.0,8.0,6.0,8.0,7.0,5.24,8.31,8.16,6.11,6.53,0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,30.0,20.0,10.0,20.0,10.0,10.0,8.97,17.62,15.94,20.42,14.56,9.38,12.335799999999995,17.907600000000006,18.1182,18.819100000000006,17.449900000000003,13.290399999999998,5.0,7.0,8.0,5.0,7.0,6.14,7.08,8.24,6.45,6.62
52.0,13.0,1,26.0,2,2,19.0,10.0,8.35,3.0,4.0,24.0,0,-0.01,1,27.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,0,4.0,7.55,7.88,6.0,8.0,7.0,7.0,6.0,2.0,21.0,Law,1.0,Smith College,2.0,10.0,9.0,Brooklyn,"11,204",26482.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,9.2,20.01,13.31,17.82,11.18,9.27,10.0,15.0,20.0,20.0,25.0,10.0,5.0,8.0,6.0,8.0,7.0,5.24,8.31,8.16,6.11,6.54,0,7.0,7.0,9.0,5.0,6.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,30.0,20.0,10.0,20.0,10.0,10.0,8.97,17.59,15.8,20.37,17.02,9.38,12.341899999999995,17.852000000000007,18.406799999999997,18.907600000000006,17.431600000000003,13.303399999999996,5.0,7.0,8.0,5.0,7.0,6.13,7.08,8.23,6.45,6.62
